ID,newsdiscusstest2015.CIMS-FR.4056.en-fr,newsdiscusstest2015.LIMSI-CNRS-mosesSoulMoreFeatures.4000.en-fr,newsdiscusstest2015.online-A.0.en-fr,newsdiscusstest2015.online-B.0.en-fr,newsdiscusstest2015.online-E.0.en-fr,newsdiscusstest2015.online-F.0.en-fr,newsdiscusstest2015.uedin-jhu-phrase.4104.en-fr
1079.0,0.7016879391277372,0.7016879391277372,0.5706745777055999,0.7997513045108656,0.516742619606005,0.7016879391277372,0.7419446627365011
626.0,0.5388504329728031,0.5428870478804044,0.5134308701693979,0.5682046610324758,0.5723373308266564,0.5261627090001443,0.5548257650383028
1296.0,0.5591863165189648,0.6381273821668191,0.4961112855774751,0.48971601315899604,0.4961112855774751,0.3806774291089103,0.612099359848327
685.0,0.5365235519610349,0.5593558070690728,0.5331675363405771,0.5833483201978661,0.554002504141802,0.4920818016259463,0.6253788041078522
1180.0,0.4063798282013443,0.7419446627365011,0.44833867003844585,0.4063798282013443,0.4063798282013443,0.5331675363405771,0.41722614486115056
1033.0,0.48549177170732344,0.6756000774035172,0.4400558683966967,0.48549177170732344,0.45180100180492244,0.5133450480401704,0.6756000774035172
299.0,0.6816620731700941,0.626667427972578,0.7745176489222466,0.7190476054973329,0.691262979963243,0.5891057483209542,0.5764293959442574
541.0,0.6123518160538408,0.6247288134488909,0.5762976663268943,0.5648801767516597,0.5280972216470737,0.3878405427725046,0.6554292791948206
8.0,0.392814650900513,0.392814650900513,0.488923022434901,0.392814650900513,0.4072727798123019,0.4111336169005197,0.392814650900513
1028,0,0,0,0,0,0,0
443.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
155.0,0.5828233954152653,0.6057224552983581,0.6652049901111009,0.5031747626530138,0.363622704650007,0.3438931217657843,0.42311785416105785
125.0,0.7044129921068132,0.7175852914772134,0.6786502681586727,0.9036020036098449,0.6199621419029582,0.8533575342460036,0.6661926765578389
362.0,0.6667877577018418,0.6167643537891684,0.42554132196322925,0.5132028668748826,0.0,0.4145436294796432,0.6274947135068779
292.0,0.6349904747469431,0.5972077693396808,0.5645952434066649,0.6066970722153958,0.4931396643517534,0.5381494658365588,0.5645952434066649
1356.0,0.5723074258010389,0.5661404692639834,0.4684745807363583,0.5703815182048178,0.432518089450172,0.5867609151198999,0.5439955646991222
419.0,0.603019950912663,0.5946323553490053,0.6240888989595661,0.5920965519308082,0.4450535545116894,0.5885946967223833,0.6331908841805797
908.0,0.7333845336523516,0.9064126192070304,0.6803749333171202,0.7007069665923001,0.4111336169005197,0.4685909905380384,0.9306048591020996
124.0,0.5706745777055999,0.7641166194509463,0.7016879391277372,0.6190429960963546,0.6529942057256104,0.5491004867761125,0.7845109654406773
276.0,1.0,0.7952707287670506,0.7952707287670506,1.0,1.0,1.0,1.0
611,0,0,0,0,0,0,0
1482.0,0.4615738961597939,0.41959932744890577,0.41959932744890577,0.4745748710485263,0.3238808359515259,0.4288268043423321,0.4374943514959867
1153.0,0.6223329772884784,0.7691605673134586,0.7186082239261684,0.5233175696960528,0.5233175696960528,0.8408964152537145,0.8132882808488928
510.0,0.48056228282695085,0.6606328636027614,0.7186082239261685,0.6042750794713536,0.4879012341496603,0.5117240157381622,0.6247879873840512
191.0,0.5702822264405542,0.5702822264405542,0.5926885453293509,0.5702822264405542,0.4866546345796323,0.4866546345796323,0.5702822264405542
773.0,0.6976794244026827,0.6260458223074438,0.6929520356719734,0.7539291906386291,0.5545362050184776,0.483470649983948,0.7018952018705055
1133,0,0,0,0,0,0,0
923.0,0.566191319443619,0.438257204177357,0.6103046077016894,0.31839277688719697,0.6283270287721682,0.7549075813918277,0.6273954813200947
108.0,0.6911996795952066,0.6911996795952066,0.47369534260115936,0.6827885713016694,0.5972880661844315,0.6379129448275775,0.6781276260551118
492,0,0,0,0,0,0,0
963.0,0.48415247130346006,0.6668954865619205,0.8091067115702213,0.5665424691787763,0.7577395672414201,0.8110447055990637,0.7930768575826375
379,0,0,0,0,0,0,0
1410.0,0.6467843638084009,0.0,0.6467843638084009,0.0,0.7186082239261684,0.7186082239261684,0.0
1488.0,0.558394826472418,0.537284965911771,0.5773502691896258,0.5773502691896258,0.5133450480401704,0.48549177170732344,0.537284965911771
596.0,0.6501549019137485,0.621185814849828,0.621185814849828,0.39011523535843573,0.621185814849828,0.4639278135592129,0.621185814849828
604.0,0.6786647855182865,0.6820329524099566,0.514150297649155,0.5853524116575967,0.5913568117270137,0.6353245246020361,0.7181740346159649
1354.0,0.0,0.0,0.0,0.6389431042462724,0.6042750794713536,0.6042750794713536,0.0
1147.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1494.0,0.784707019677008,0.7071067811865475,0.8113449257895087,0.8004519195536902,0.8739351325046804,0.5961621647299126,0.7071067811865475
1295.0,0.43396940695434205,0.5822643315629125,0.33312788896251067,0.40385403881336723,0.3214208283515571,0.0,0.4197214145768727
481.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1335.0,0.6206161803077822,0.5901765105406844,0.515775986940523,0.5769056402351579,0.37292184043445764,0.5247493684915592,0.5901765105406844
771,0,0,0,0,0,0,0
598,0,0,0,0,0,0,0
653.0,0.5430538492849944,0.4891542683125522,0.6342959369169607,0.5242343595616232,0.39079867064685725,0.40174918948025906,0.7306081723199015
984.0,0.6805726305436531,0.7654282298963995,0.7489577778784168,0.7808992433875925,0.7101024864558572,0.7386443471498166,0.7209468822157116
162.0,0.0,0.6389431042462724,0.0,0.7952707287670506,0.0,0.0,0.0
1161.0,0.0,0.0,0.5438786529686386,0.0,0.0,0.0,0.0
844.0,0.5277118895980204,0.5555238068023582,0.0,0.5555238068023582,0.33717787288742535,0.0,0.5555238068023582
748.0,0.6042750794713536,0.7952707287670506,0.0,0.0,0.7952707287670506,1.0,0.7952707287670506
43.0,0.37991784282579627,0.488923022434901,0.3715011599826719,0.392814650900513,0.3715011599826719,0.4045533557851106,0.38652758784697266
1043.0,0.6042750794713536,0.4854917717073234,0.0,0.0,0.0,0.0,0.4854917717073234
1475.0,0.5493332716034034,0.6981387714742836,0.555209329570887,0.6542830769162876,0.0,0.43955722071953196,0.6185139859863428
97.0,0.8408964152537145,0.9036020036098448,0.7598356856515925,0.7071067811865475,0.0,0.0,0.9036020036098448
