ID,newsdiscusstest2015.CIMS-FR.4056.en-fr,newsdiscusstest2015.LIMSI-CNRS-mosesSoulMoreFeatures.4000.en-fr,newsdiscusstest2015.online-A.0.en-fr,newsdiscusstest2015.online-B.0.en-fr,newsdiscusstest2015.online-E.0.en-fr,newsdiscusstest2015.online-F.0.en-fr,newsdiscusstest2015.uedin-jhu-phrase.4104.en-fr
tensor(711.),tensor(0.8519),tensor(0.8824),tensor(0.8574),tensor(0.8537),tensor(0.8401),tensor(0.8514),tensor(0.8651)
tensor(528.),tensor(0.9437),tensor(0.9197),tensor(0.9156),tensor(0.9391),tensor(0.9077),tensor(0.9711),tensor(0.9197)
tensor(1119.),tensor(0.9098),tensor(0.9279),tensor(0.9154),tensor(0.8941),tensor(0.9014),tensor(0.9342),tensor(0.8901)
tensor(389.),tensor(0.8646),tensor(0.8478),tensor(0.8577),tensor(0.9059),tensor(0.8498),tensor(0.8137),tensor(0.8427)
tensor(1336.),tensor(0.8216),tensor(0.8534),tensor(0.8851),tensor(0.8717),tensor(0.8250),tensor(0.8453),tensor(0.8840)
tensor(127.),tensor(0.9546),tensor(0.9489),tensor(0.9619),tensor(0.9684),tensor(0.9139),tensor(0.9176),tensor(0.9505)
tensor(1254.),tensor(0.7829),tensor(0.7894),tensor(0.7916),tensor(0.7941),tensor(0.7739),tensor(0.7956),tensor(0.8045)
tensor(1387.),tensor(0.8558),tensor(0.7601),tensor(0.8758),tensor(0.8812),tensor(0.8116),tensor(0.7909),tensor(0.7983)
tensor(1253.),tensor(0.8763),tensor(0.8760),tensor(0.8760),tensor(0.8258),tensor(0.8553),tensor(0.8213),tensor(0.8760)
tensor(805.),tensor(0.9615),tensor(0.9449),tensor(0.9942),tensor(0.9885),tensor(0.9270),tensor(0.9209),tensor(0.9609)
tensor(1395.),tensor(0.9198),tensor(0.9198),tensor(0.9198),tensor(0.9198),tensor(0.8594),tensor(0.8755),tensor(0.9059)
tensor(750.),tensor(0.9174),tensor(0.9075),tensor(0.9576),tensor(0.9714),tensor(0.9169),tensor(0.8672),tensor(0.9714)
tensor(138.),tensor(0.9343),tensor(0.9316),tensor(0.8990),tensor(0.9567),tensor(0.9105),tensor(0.8843),tensor(0.9110)
tensor(717.),tensor(0.9785),tensor(0.9825),tensor(0.9553),tensor(0.9526),tensor(0.9698),tensor(0.9217),tensor(0.9846)
tensor(1056.),tensor(0.8477),tensor(0.8526),tensor(0.8467),tensor(0.8650),tensor(0.8108),tensor(0.8546),tensor(0.8161)
tensor(166.),tensor(0.8367),tensor(0.8379),tensor(0.8408),tensor(0.9031),tensor(0.8143),tensor(0.8140),tensor(0.8639)
tensor(1222.),tensor(0.8555),tensor(0.8119),tensor(0.8472),tensor(0.8720),tensor(0.8602),tensor(0.8475),tensor(0.8496)
tensor(1435.),tensor(0.7217),tensor(0.8954),tensor(0.8954),tensor(0.8954),tensor(0.8954),tensor(0.8954),tensor(0.6981)
tensor(1146.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9526),tensor(0.9526),tensor(0.9526)
tensor(1122.),tensor(0.7803),tensor(0.7803),tensor(0.7924),tensor(0.7924),tensor(0.7803),tensor(0.7924),tensor(0.7924)
tensor(699.),tensor(0.8643),tensor(0.8452),tensor(0.8623),tensor(0.8460),tensor(0.8246),tensor(0.8415),tensor(0.8612)
tensor(1082.),tensor(0.9045),tensor(0.8669),tensor(0.8812),tensor(0.8793),tensor(0.9183),tensor(0.8885),tensor(0.8696)
tensor(1390.),tensor(0.7925),tensor(0.8346),tensor(0.8178),tensor(0.8180),tensor(0.8012),tensor(0.8530),tensor(0.8264)
tensor(1426.),tensor(0.8978),tensor(0.8978),tensor(0.8978),tensor(0.8978),tensor(0.8036),tensor(0.8300),tensor(0.8978)
tensor(857.),tensor(0.7556),tensor(0.7395),tensor(0.7763),tensor(0.7439),tensor(0.7480),tensor(0.8079),tensor(0.7614)
tensor(831.),tensor(0.8739),tensor(0.8813),tensor(0.9449),tensor(0.9265),tensor(0.9657),tensor(0.9404),tensor(0.9430)
tensor(1136.),tensor(0.7926),tensor(0.7976),tensor(0.8076),tensor(0.7777),tensor(0.7910),tensor(0.7504),tensor(0.8198)
tensor(1406.),tensor(0.8379),tensor(0.8257),tensor(0.8458),tensor(0.8377),tensor(0.8624),tensor(0.8261),tensor(0.8283)
tensor(66.),tensor(0.8931),tensor(0.8183),tensor(0.8931),tensor(0.9359),tensor(0.8565),tensor(0.8931),tensor(0.9231)
tensor(78.),tensor(0.9645),tensor(0.9645),tensor(0.9645),tensor(0.8398),tensor(0.8298),tensor(0.8316),tensor(0.9645)
tensor(967.),tensor(0.8682),tensor(0.8717),tensor(0.8808),tensor(0.8434),tensor(0.8324),tensor(0.8190),tensor(0.8730)
tensor(526.),tensor(0.9281),tensor(0.7578),tensor(0.9281),tensor(0.9476),tensor(0.9407),tensor(0.8317),tensor(0.9162)
tensor(1090.),tensor(0.8297),tensor(0.8429),tensor(0.8519),tensor(0.8570),tensor(0.8439),tensor(0.8364),tensor(0.8640)
tensor(852.),tensor(0.7597),tensor(0.8018),tensor(0.8039),tensor(0.7728),tensor(0.7831),tensor(0.7900),tensor(0.8018)
tensor(1307.),tensor(0.8756),tensor(0.9166),tensor(0.8756),tensor(0.8928),tensor(0.8634),tensor(0.8223),tensor(0.9035)
tensor(167.),tensor(0.7548),tensor(0.7548),tensor(0.7548),tensor(0.7548),tensor(0.7548),tensor(0.7465),tensor(0.7548)
tensor(309.),tensor(0.8188),tensor(0.8190),tensor(0.8031),tensor(0.7896),tensor(0.7849),tensor(0.8002),tensor(0.8456)
tensor(105.),tensor(0.8169),tensor(0.8404),tensor(0.8101),tensor(0.8206),tensor(0.8033),tensor(0.8507),tensor(0.8679)
tensor(210.),tensor(0.8049),tensor(0.7727),tensor(0.7755),tensor(0.7906),tensor(0.7789),tensor(0.7681),tensor(0.7829)
tensor(739.),tensor(0.7155),tensor(0.6863),tensor(0.6977),tensor(0.7603),tensor(0.7194),tensor(0.7239),tensor(0.7354)
tensor(987.),tensor(0.8623),tensor(0.8666),tensor(0.8696),tensor(0.8458),tensor(0.8825),tensor(0.8677),tensor(0.8706)
tensor(856.),tensor(0.8851),tensor(0.8824),tensor(0.8666),tensor(0.8995),tensor(0.7977),tensor(0.7185),tensor(0.8638)
tensor(866.),tensor(0.8832),tensor(1.),tensor(1.),tensor(0.8832),tensor(1.),tensor(1.),tensor(0.8832)
tensor(495.),tensor(0.8464),tensor(0.8808),tensor(0.8649),tensor(0.8812),tensor(0.8807),tensor(0.8632),tensor(0.8629)
tensor(129.),tensor(0.9170),tensor(0.9275),tensor(0.9264),tensor(0.9173),tensor(0.8932),tensor(0.9163),tensor(0.9355)
tensor(469.),tensor(0.9416),tensor(0.9416),tensor(0.8748),tensor(0.8715),tensor(0.8446),tensor(0.8046),tensor(0.9065)
tensor(959.),tensor(0.9652),tensor(0.9756),tensor(0.9434),tensor(0.9552),tensor(0.9112),tensor(0.8988),tensor(0.9677)
tensor(583.),tensor(0.9370),tensor(0.9250),tensor(0.9152),tensor(0.8870),tensor(0.9303),tensor(0.9129),tensor(0.9240)
tensor(52.),tensor(0.8422),tensor(0.8484),tensor(0.8659),tensor(0.8445),tensor(0.8300),tensor(0.8293),tensor(0.8607)
tensor(864.),tensor(0.8444),tensor(0.8925),tensor(0.8816),tensor(0.9120),tensor(0.8698),tensor(0.8597),tensor(0.8665)
tensor(478.),tensor(0.8484),tensor(0.8609),tensor(0.8286),tensor(0.8473),tensor(0.8110),tensor(0.8250),tensor(0.8297)
tensor(1229.),tensor(0.9773),tensor(0.9773),tensor(0.9265),tensor(0.8832),tensor(0.9428),tensor(0.9273),tensor(0.9391)
tensor(76.),tensor(0.9259),tensor(0.8715),tensor(0.8715),tensor(0.8730),tensor(0.8622),tensor(0.8743),tensor(0.8672)
tensor(1256.),tensor(0.8354),tensor(0.8063),tensor(0.8469),tensor(0.8425),tensor(0.8416),tensor(0.8244),tensor(0.8426)
tensor(153.),tensor(0.9215),tensor(0.9215),tensor(0.9023),tensor(0.8918),tensor(0.8918),tensor(0.9818),tensor(0.9818)
tensor(1178.),tensor(0.9071),tensor(0.9203),tensor(0.9241),tensor(0.9104),tensor(0.8838),tensor(0.8780),tensor(0.9258)
tensor(472.),tensor(0.8983),tensor(0.8983),tensor(0.8396),tensor(0.8971),tensor(0.8236),tensor(0.8647),tensor(0.8748)
tensor(410.),tensor(0.8744),tensor(0.9083),tensor(0.8894),tensor(0.8687),tensor(0.8970),tensor(0.8727),tensor(0.8955)
tensor(1247.),tensor(0.6983),tensor(0.6961),tensor(0.6996),tensor(0.6961),tensor(0.6835),tensor(0.7027),tensor(0.6893)
tensor(179.),tensor(0.8373),tensor(0.9481),tensor(0.8376),tensor(0.8338),tensor(0.8020),tensor(0.8201),tensor(0.8837)
tensor(63.),tensor(0.9307),tensor(0.9307),tensor(0.9307),tensor(0.9307),tensor(0.9629),tensor(0.8725),tensor(0.9307)
tensor(218.),tensor(0.8199),tensor(0.8262),tensor(0.8664),tensor(0.8222),tensor(0.7847),tensor(0.8328),tensor(0.8514)
tensor(187.),tensor(0.9218),tensor(0.8570),tensor(0.8844),tensor(0.9051),tensor(0.8756),tensor(0.8677),tensor(0.8640)
