ID,newsdiscusstest2015.CIMS-FR.4056.en-fr.txt,newsdiscusstest2015.LIMSI-CNRS-mosesSoulMoreFeatures.4000.en-fr.txt,newsdiscusstest2015.online-A.0.en-fr.txt,newsdiscusstest2015.online-B.0.en-fr.txt,newsdiscusstest2015.online-E.0.en-fr.txt,newsdiscusstest2015.online-F.0.en-fr.txt,newsdiscusstest2015.uedin-jhu-phrase.4104.en-fr.txt
1079.0,0.9217656227638987,0.9217656227638987,0.9156972991315224,0.9212995627372019,0.9213938438142453,0.9121001573040414,0.9212402205159163
626.0,0.9339296072155544,0.9241510785371689,0.9310007736723891,0.9036762526847603,0.9253277641124452,0.9243360328206763,0.9285446604039539
1296.0,0.9179885617054127,0.9037957318656248,0.9142010835338471,0.918981321629612,0.9092535045990056,0.9019229647319521,0.9062742922626459
685.0,0.9064459089363808,0.9025031236802407,0.9186644300932276,0.9149062339808467,0.9325011878788921,0.9206252286435261,0.916562696041001
1180.0,0.891835367453306,0.8939020563509543,0.8899187284713885,0.8899187284713885,0.9043751827883648,0.9088122779882538,0.8899187284713885
1033.0,0.9283718027951808,0.9283718027951808,0.9204904937494411,0.9283718027951808,0.9052685963317865,0.9010078958263344,0.9283718027951808
299.0,0.9302097610018907,0.9258348395334179,0.9308504225381031,0.9275765843408798,0.9261508011861831,0.9254779092694663,0.919322656445666
541.0,0.9299440097032008,0.9325684080278055,0.9261701410478963,0.9255994354020545,0.9104310523951303,0.9154386785803454,0.9260701473509998
8.0,0.9233653856086822,0.918537593390028,0.9208341711542328,0.9204024205258577,0.9049019403373026,0.9130000265559783,0.9003483957456847
1028.0,0.999999923195265,0.999999923195265,0.999999923195265,0.8794972191560996,0.8674532961496064,0.8675386830565683,0.8794972191560996
443.0,0.8934555177282728,0.9162585242548175,0.9021022400361717,0.9021022400361717,0.9999999085650257,0.8970046829244668,0.8758770550736742
155.0,0.9212696338287769,0.9215772772837917,0.9271269013991617,0.9215259214546415,0.9210833404295184,0.9164475839333587,0.9223705578438636
125.0,0.9449051741829346,0.933445244416182,0.9292917956347609,0.9493014541924538,0.9170708011915051,0.9411455544157366,0.9342005638464524
362.0,0.9203549416745882,0.9277951413113856,0.9215998529062783,0.9236440568309121,0.9194130804909086,0.9174090720068535,0.9255480038589154
292.0,0.9219620157696884,0.9211584831001844,0.9223877516952552,0.9278286205599637,0.9177957160433827,0.9202294657356684,0.9221300483601054
1356.0,0.9233942555465449,0.9141970228384275,0.9193328582210079,0.9209984888271436,0.9245174460684302,0.9233409221157578,0.9236163319402851
419.0,0.9242170792391271,0.932549634716762,0.9172196451133843,0.9018993620502578,0.9218102042857758,0.9153073642236633,0.9128168483549098
908.0,0.9270943725908045,0.9464666887806898,0.9185855541616355,0.9229945984662851,0.9426263945112473,0.92396324979368,0.9323450883704555
124.0,0.922167156163083,0.9186122062241765,0.921540516824329,0.9312158672834424,0.9165297709330981,0.9119435872993372,0.9336190718993825
276.0,1.0,0.9152314438983817,0.9152314438983817,1.0,1.0,1.0,1.0
611.0,0.9074044697485364,0.9074044697485364,0.9074044697485364,0.9074044697485364,0.9082479850848261,0.8836491650045996,0.904085525490705
1482.0,0.9158325988657623,0.9134939421526422,0.9141905287126131,0.9111847452481948,0.9117214572764951,0.9180439249278102,0.9128134597271557
1153.0,0.9184027537407391,0.9269647719258165,0.9310052937842868,0.921112795176387,0.9205247740333179,0.9239658174377176,0.9345296005065439
510.0,0.9161056769369882,0.9161056769369882,0.9274981479384019,0.9277719522537466,0.9238888003116974,0.9087732305971153,0.899556117091478
191.0,0.9180269752530837,0.9201613574208606,0.9373330561612996,0.9191725020332413,0.9235660116842908,0.9313808161139503,0.9201613574208606
773.0,0.937519578822422,0.9172172058637769,0.9261922533667468,0.9209093328637091,0.9342047327449301,0.9230255165566177,0.9193916540741037
1133.0,0.9127718639488662,0.9169382561739965,0.9244716236575015,0.908708821003343,0.919400754770921,0.909135698785916,0.9188355052401213
923.0,0.9191699547239365,0.9218121850524182,0.9120290178886178,0.9032207105306932,0.9080896298719716,0.8995472055424715,0.9122623078288846
108.0,0.9144927500021774,0.9136850394262441,0.9124575823286344,0.9084748321962414,0.9143083191913933,0.9127124866082466,0.917327310305477
492.0,0.9062584627515944,0.9041401773192983,0.9218925431734379,0.9125029273769779,0.9125029273769779,0.913326452334224,0.9218925431734379
963.0,0.891680600048899,0.922025337844004,0.9223778200549273,0.8976540309326231,0.922184755882936,0.9281702451540625,0.928561466807201
379.0,0.9269984848221595,0.9105545855601489,0.9105545855601489,0.9105545855601489,0.903068369367205,0.9124852172477229,0.9105545855601489
1410.0,0.9400767367657725,0.9252671764860653,0.9361960614075975,0.9429025774573155,0.9352057217610106,0.9352057217610106,0.9323229530063848
1488.0,0.9042332740134674,0.9028692136381415,0.9028692136381415,0.9030917840624804,0.9004644702415172,0.8992551844790043,0.9028692136381415
596.0,0.9140772136607422,0.9331508370490197,0.9312729675449181,0.9230824018465958,0.9089179525777524,0.9252777543513397,0.9331508370490197
604.0,0.9152482894377189,0.91527507016257,0.9150113050652221,0.9135887131124999,0.8861575281995278,0.9084756134844437,0.9156719908816991
1354.0,0.9208298787821414,0.9149738159487735,0.9164535094791015,0.9226022530846695,0.9267104554029046,0.9267104554029046,0.9198850277951419
1147.0,0.8992908228088123,0.9999999322383918,0.9999999322383918,0.8696230831083701,0.8807427041963246,0.9003318826584032,0.9999999322383918
1494.0,0.9312610412536427,0.9312610412536427,0.924431984406873,0.924431984406873,0.924431984406873,0.9174250023965307,0.9312610412536427
1295.0,0.9160854330322443,0.922947445573827,0.9117168317113852,0.9119932047330612,0.89861418307516,0.9024666295847668,0.9045519934485478
481.0,0.9040777902893895,0.9155591056856219,0.9040777902893895,0.8905527421280636,0.9109281315561807,0.9093625091153328,0.9155591056856219
1335.0,0.8982171277269702,0.9016743096846205,0.9071236992816353,0.8982171277269702,0.9113450490352705,0.9096420883228012,0.9133798572700232
771.0,0.9163586994260856,0.9401529590216872,0.9098795218947684,0.9206765241100762,0.9165057222564649,0.9151692658764787,0.9123796537416573
598.0,0.9189854310337856,0.9134185923085876,0.9096588209639112,0.9108732874239088,0.9268555772939425,0.9235388020970556,0.9068786686569383
653.0,0.9013945346329361,0.9228406073432124,0.9308499667669159,0.9209833895929603,0.8955556659948397,0.8894526412684018,0.9231418854795265
984.0,0.9196744961318131,0.9207405842516982,0.921594686081084,0.9224397447845574,0.9230438059205321,0.9128283556179804,0.9234592536508116
162.0,0.9101452304952335,0.9295719731085841,0.9221107532074841,0.9358293434627469,0.9304793577229067,0.9274135262235219,0.9227237662176736
1161.0,0.9202858948944511,0.9218015837472511,0.9246023490180548,0.918570754993691,0.9202858948944511,0.9202858948944511,0.9202858948944511
844.0,0.9138854351333192,0.9153230433513915,0.9198027208588025,0.9238763437606795,0.9103809142545196,0.9095405480849041,0.9231451924994968
748.0,0.9675115482835793,0.9675115482835793,0.9320389124955013,0.9321857767610677,0.9119521080884834,1.0,0.93206646020935
43.0,0.9255073136327405,0.927625765353641,0.9193425756730639,0.9201967462910756,0.9231910314087197,0.9276628513022142,0.9139329609000415
1043.0,0.8964564219079472,0.9027978582291165,0.8976923585708709,0.8903544526711634,0.8930423338280625,0.8858955730678686,0.8881309878186494
1475.0,0.9211467477889372,0.92535059941304,0.9172990584315549,0.9158692866825598,0.9080082515989684,0.9065608822735627,0.9058444417211184
97.0,0.9059262788175879,0.9059262788175879,0.9025098522949391,0.8997009532386356,0.9060539170642469,0.9013909222368384,0.9059262788175879
381.0,0.9250891807371392,0.9248994806742715,0.9246720028136782,0.9247312028934978,0.9194973477488215,0.9170955610223152,0.9214196181345004
1418.0,0.9203598713111288,0.9236934133184803,0.9225611186426345,0.9210299318448745,0.9133110471880346,0.9200148287534787,0.9200140788012412
894.0,0.9086547920097606,0.9141074463084806,0.9141074463084806,0.9141074463084806,0.9141074463084806,0.9141000391772957,0.918562341284388
1312.0,0.917393551328934,0.9114748682499313,0.9156672841951246,0.9165083765467822,0.9147349430056942,0.9165083765467822,0.9189036820195507
1095.0,0.903533622835881,0.9033088800209677,0.8921674952182143,0.8965205937836467,0.897429888017123,0.9006550966516518,0.9017713459802871
1198.0,0.9087301623120982,0.9087301623120982,0.9049863293357355,0.9214412368705452,0.8936000603001227,0.9087301623120982,0.9087301623120982
114.0,0.9266247230098434,0.9384879305130428,0.9210468844464387,0.9215879814331956,0.9160152527475935,0.9157575936671595,0.9161638838856981
243.0,0.8963837086536679,0.8848875983261816,0.8787722642123399,0.8696617080486446,0.8884065515063956,0.8870950741507929,0.8696617080486446
1193.0,0.8554209493406187,0.8595623452929414,0.8595623452929414,0.8595623452929414,0.8595623452929414,0.8595623452929414,0.8622940180410862
954.0,0.9221095590593292,0.9274559451340083,0.9265987815174891,0.9294895659894861,0.9322452642054763,0.9245356601765942,0.921153795292406
1346.0,0.9329809831643603,0.9335653452485377,0.9284068501404853,0.9250139488872835,0.9294915463595722,0.9329165928553931,0.9250139488872835
1010.0,0.9101931508926553,0.9142472170881663,0.9082945223968477,0.9176076702356947,0.9327677149426775,0.9223856617440397,0.9142617828568262
824.0,0.9183646507779274,0.9183646507779274,0.925627070064532,0.9254594604350159,0.9239004184825457,0.9302659635425033,0.9183646507779274
569.0,0.9174492482184203,0.9223148947479956,0.9060781965892831,0.9196844861704431,0.9234437783244741,0.9139748938235303,0.9196844861704431
937.0,0.9102061135786808,0.9141370434250529,0.9145731229673639,0.9069828526104122,0.9091233821226244,0.9216124468056065,0.9169786284931759
305.0,0.9005348473305734,0.8992387676942756,0.928349509673123,0.9082778165052835,0.9040213472425758,0.9269471285904487,0.9005348473305734
716.0,0.915485858778735,0.9335062840107375,0.9326515723507275,0.9278334729219017,0.9123077704381125,0.9154740964314774,0.9241890734340683
896.0,0.9024491567283921,0.9013564457828419,0.9021615502140685,0.8993020900728531,0.9072549576072917,0.8903297748156226,0.8791168873149727
242.0,0.9138225711660565,0.924358156580153,0.9215921717638111,0.9140590067241651,0.9164727086007732,0.923958014786792,0.9260644889335508
382.0,0.9314932297037548,0.921343912054349,0.916710744859327,0.9300810748720786,0.9261138917542128,0.9315972343323511,0.9278759466292269
848.0,0.9138580623264959,0.9256802442440999,0.9213154232703525,0.9231920681771792,0.9285074747720219,0.9291598582337213,0.9245014831595719
1297.0,0.9205126450674359,0.8793544661456687,0.919415133956749,0.8728985358356478,0.9210364671493244,0.9185494649875805,0.8793544661456687
1040.0,0.9001427971774872,0.9001427971774872,0.8982154093184235,0.9001427971774872,0.9001427971774872,0.9001427971774872,0.9001427971774872
850.0,0.9126311965693341,0.910310452009564,0.9222574980971129,0.9056461149418725,0.9064830418056871,0.9153155094885754,0.9121286699495867
1148.0,0.9010925605152887,0.9026231436839685,0.9042658867216409,0.906220897207719,0.9004755990102767,0.8989062852055091,0.9085220452176631
749.0,0.9999999335499993,0.9999999335499993,0.9000169591573983,0.9999999335499993,0.8999228303386673,0.9045093321567583,0.9999999335499993
791.0,0.8861708172181944,0.9106015913275083,0.8931959944332664,0.8776122050474487,0.9106015913275083,0.8988304252946623,0.8861708172181944
1179.0,0.9256530628464573,0.9295028872240338,0.9224177279608001,0.9295028872240338,0.927007113051064,0.9258615370228083,0.9341496273402188
369.0,1.0,1.0,1.0,1.0,1.0,0.8978756396620368,1.0
1234.0,0.8888326908939457,0.9272071137013055,0.9272071137013055,0.8873885803842787,0.8939132694465827,0.9093011531184142,0.8836896114758617
226.0,0.9174670802361751,0.9306815422479806,0.9200171978734851,0.9326968410720354,0.930416994771063,0.9134687993061166,0.9249189960958031
803.0,0.8849891473045052,0.8811450020747179,0.8889791958639208,0.8889791958639208,0.8888476747955298,0.9080124144487498,0.8811450020747179
