ID,newsdiscusstest2015.CIMS-FR.4056.en-fr,newsdiscusstest2015.LIMSI-CNRS-mosesSoulMoreFeatures.4000.en-fr,newsdiscusstest2015.online-A.0.en-fr,newsdiscusstest2015.online-B.0.en-fr,newsdiscusstest2015.online-E.0.en-fr,newsdiscusstest2015.online-F.0.en-fr,newsdiscusstest2015.uedin-jhu-phrase.4104.en-fr
1079.0,0.7534642325582173,0.7534642325582173,0.7227243154907349,0.7517484146250971,0.7068953598366641,0.7061381959660156,0.7952535048625619
626.0,0.7000581400257079,0.714252361084772,0.7145980308014332,0.7360345851158235,0.7413454777682124,0.6870342911669558,0.7137058407274119
1296.0,0.7015733005163689,0.6860049235152017,0.6635317522743471,0.6581852407894103,0.6535365008939813,0.6460893253038633,0.6905931190122641
685.0,0.6891626103296453,0.6832506091716205,0.6573233328406727,0.6951007336285007,0.7183470924249095,0.6627805822469537,0.6924953804608519
1180.0,0.7018114654376184,0.7493148534642409,0.7025149827723227,0.7025149827723227,0.6634908150272293,0.7284184237342118,0.7025149827723227
1033.0,0.7141629664059744,0.7141629664059744,0.6665645099262081,0.7141629664059744,0.6877999815697111,0.7037129654563967,0.7141629664059744
299.0,0.7988221185526986,0.8151567546292895,0.8355387905556071,0.823726427269236,0.7722563102446658,0.766975622623389,0.7687369221999363
541.0,0.7467194111429628,0.7584269765721221,0.7171725337013864,0.7251584144806795,0.6830029256711634,0.6857915383321675,0.7965744749054545
8.0,0.6306506434016442,0.6213233933186982,0.6351908902888681,0.62396525602818,0.6532758171387151,0.6294917875021843,0.6263572399523412
1028.0,0.9996184390227089,0.9996184390227089,0.9996184390227089,0.6447941927974299,0.620428883716546,0.5842847281484502,0.6447941927974299
443.0,0.6363309130665044,0.7045659130825626,0.6961455227837151,0.6961455227837151,0.9991124933326554,0.6769550179343463,0.5887003997138051
155.0,0.7155136401047918,0.7454194671082749,0.7849823655360436,0.7512823861045547,0.7286675595616955,0.6881786150278686,0.7247851297835143
125.0,0.7296188506207767,0.7268236025579393,0.7182398388426291,0.7948352596467857,0.6938217932743983,0.751385344724689,0.7098304373725943
362.0,0.7278323303227785,0.7432982597860369,0.6693891551849989,0.6928886965389763,0.6682901949658718,0.6699454912588217,0.7199984796784914
292.0,0.7113229576546917,0.6930108289520194,0.6584761896136161,0.6749130528351833,0.6677357511161637,0.6445470606256349,0.6748044272620379
1356.0,0.6880254183937664,0.6643546873115338,0.7035768542709588,0.6893033452469745,0.6821062518869438,0.6988417843696574,0.67593244273206
419.0,0.7196724371744015,0.7292158863455646,0.7394253081660518,0.715146735202104,0.7199316148598309,0.7291311765568615,0.7300783962143287
908.0,0.8263150660415775,0.823357229131205,0.8290408710604118,0.7898660080970157,0.7330665866308773,0.7148479433091691,0.9107572758866397
124.0,0.7582113016936866,0.7809602072103852,0.7981015152504307,0.771532172751803,0.7472648414244406,0.7091508145201096,0.8158246264745721
276.0,0.999606023309822,0.8386162329323862,0.8386162329323862,0.999606023309822,0.999606023309822,0.999606023309822,0.999606023309822
611.0,0.6321535577754677,0.6321535577754677,0.6321535577754677,0.6321535577754677,0.6234308673579735,0.6260233756453585,0.6581123476684866
1482.0,0.676788375435455,0.6683188169671228,0.6795749646972484,0.6881845806491826,0.6690373885605402,0.6824365638748977,0.6837448692021869
1153.0,0.6942990247705473,0.7265062433711278,0.7878619086975985,0.7773248711592641,0.7593940655497586,0.8890682630931915,0.8116752600784924
510.0,0.7519024580312335,0.7519024580312335,0.7639065110914598,0.7427107975228757,0.7289523079985438,0.7539150500298747,0.7136647027482008
191.0,0.7696737969245185,0.7697346072223141,0.8036991259924657,0.7609122301353473,0.7049055518885602,0.6999222521634246,0.7697346072223141
773.0,0.7136180297942247,0.6754858337478205,0.734531848880994,0.7185908644103178,0.7008076427225556,0.6673953915703178,0.7214863729958393
1133.0,0.6646211210458465,0.6739368379878745,0.6839112561058971,0.6666221694678003,0.6776563281197726,0.6618852554972273,0.6926474878778738
923.0,0.6897484235042773,0.6844617462383079,0.7223870514584921,0.6528397721917378,0.6972398252395019,0.6896966243601732,0.7321258038875335
108.0,0.6930168649027422,0.6979715166488771,0.6723894751049025,0.6922688479618667,0.6984133595405781,0.6958315240165167,0.6833891720263487
492.0,0.642616228395157,0.6368201371848188,0.6467738335601169,0.6678391540969698,0.6678391540969698,0.665125208376596,0.6467738335601169
963.0,0.66172009561091,0.6887957217711208,0.6985553474566001,0.6491486266895798,0.6889266648032369,0.7459133715247231,0.6710422749861586
379.0,0.7200488569744089,0.6762052801455418,0.6762052801455418,0.6762052801455418,0.6994438124924353,0.7566734426149384,0.6762052801455418
1410.0,0.8090622647809178,0.721860053010516,0.7706686804475226,0.7645231401866488,0.885628715275035,0.885628715275035,0.7377112454212379
1488.0,0.6894194882649678,0.6868407448414466,0.6868407448414466,0.6849417555563964,0.6571460617605687,0.6673776702622787,0.6868407448414466
596.0,0.7249272385849876,0.7177298976107667,0.7167851096271046,0.6888992011194616,0.7354843982193624,0.682180947691936,0.7177298976107667
604.0,0.7072482255668985,0.6998635444755263,0.6712371552745108,0.681480135273991,0.683824412446032,0.6856148642704074,0.7042678216710457
1354.0,0.7052191925444387,0.70595677108557,0.7207063920073825,0.8272103545446403,0.7925086139174985,0.7925086139174985,0.7018334807090282
1147.0,0.7075582049127875,0.9995733257520852,0.9995733257520852,0.6017433842440545,0.6449257612637882,0.7504216723357506,0.9995733257520852
1494.0,0.8355970410371288,0.8355970410371288,0.8860694970606078,0.8860694970606078,0.8860694970606078,0.7654926438433111,0.8355970410371288
1295.0,0.6906753628561344,0.7283893179135039,0.6545888883465789,0.6741522612862407,0.6779792044391456,0.6614873132339972,0.6940327480488112
481.0,0.6509179753014712,0.6505784280706003,0.6509179753014712,0.5758193215392973,0.6348174706335362,0.6519206749643002,0.6505784280706003
1335.0,0.6995773722842753,0.7095440705933894,0.6779905448696786,0.6995773722842753,0.6439778308062262,0.6850719324959117,0.7108175858451959
771.0,0.6181881590765088,0.8029886093567573,0.7057914216205011,0.6863773050982673,0.7406783483365669,0.7198881378504423,0.7363316508340025
598.0,0.68736842628319,0.688268377295235,0.6849182596110073,0.6626821444194175,0.6797952178823224,0.7180371260058531,0.6566619240993092
653.0,0.7126276887300182,0.707092480672823,0.7570052274710244,0.7474463648643352,0.6728790666767441,0.6583313007296873,0.7658558448793779
984.0,0.7450754228519848,0.7553906719468548,0.7472528428632472,0.7816327388500478,0.7303099533316877,0.7435286302928985,0.7468374828203974
162.0,0.6609533473685008,0.8401002366334908,0.6826299658454253,0.8139701017480305,0.7837776941672121,0.7136767334817098,0.8022849434475666
1161.0,0.7436512707944768,0.7408694013996168,0.7180117585666951,0.7670438139398468,0.7436512707944768,0.7436512707944768,0.7436512707944768
844.0,0.678048760584005,0.6795326747643321,0.6506995175436696,0.7195624981644279,0.6442180149593886,0.641860075781187,0.7182620117245624
748.0,0.8003315901847691,0.8003315901847691,0.7731399280677086,0.743413632203818,0.8538393702070065,0.9997054319838592,0.804400017318986
43.0,0.6739744957851245,0.6530525740478845,0.664489987391891,0.6938084889844512,0.6643355007845722,0.6956162000887512,0.6804441800056164
1043.0,0.7775599486471756,0.7510165817839275,0.7428368917626595,0.6478186273848149,0.7180408401722109,0.6796079631325287,0.7176685732147863
1475.0,0.7020059955968608,0.7543631119322932,0.7095599147279015,0.7771319126376048,0.6629041527571876,0.7071061513140008,0.6863852650590345
97.0,0.797441770980488,0.797441770980488,0.7741394065340652,0.7106228834692139,0.6832226419406927,0.6517674250980842,0.797441770980488
381.0,0.7386701683288676,0.7344237996024724,0.7382659653226726,0.7402994311207572,0.6856174744524483,0.7145048915241788,0.7167182010426014
1418.0,0.725906521624722,0.7127588504236275,0.7094534927539368,0.7198573396153487,0.6975645656820115,0.7133402730100067,0.7068349853050317
894.0,0.6559795128670076,0.6635095827069565,0.6635095827069565,0.6635095827069565,0.6635095827069565,0.7131191867803657,0.6754708910063542
1312.0,0.7898627968285363,0.7625867149685068,0.7678846285267136,0.7867138346602962,0.7506289493873688,0.7867138346602962,0.7886706207797932
1095.0,0.6466288292260682,0.6398492936692276,0.6371804595155035,0.6550874270361886,0.6734157121993994,0.6662122076483802,0.6531042670922302
1198.0,0.7953548064033237,0.7953548064033237,0.675285432647588,0.7438760472635494,0.6544458627172329,0.7953548064033237,0.7953548064033237
114.0,0.6815664484154351,0.7643495650933707,0.7112702908883096,0.6973708482630931,0.6887057107103994,0.7061606068055273,0.7255312511784245
243.0,0.5830530041425743,0.5970232267603623,0.5885379496618306,0.5868761084648557,0.5725071877973655,0.5544687243065102,0.5868761084648557
1193.0,0.5551751896090542,0.5540130899891774,0.5540130899891774,0.5540130899891774,0.5540130899891774,0.5540130899891774,0.5649663942882303
954.0,0.6915797644179489,0.7414614214033848,0.7528949662455986,0.7524227797111801,0.7411476653923319,0.7470904735810918,0.7470760592764687
1346.0,0.6701623782975086,0.761127883562041,0.7370876114700834,0.6521617953479378,0.7662594175808167,0.7782392532040158,0.6521617953479378
1010.0,0.6642977002883327,0.6700011627468458,0.6806355692445851,0.677070260672535,0.6677449874046993,0.6533124368222,0.6599201361703123
824.0,0.7364883322844332,0.7364883322844332,0.7315587762258542,0.7497171155281905,0.7425896338416424,0.7262289194133588,0.7364883322844332
